"","Ii","E.Ii","Var.Ii","Z.Ii","Pr(z != 0)"
"1",-1.42474523930496,3.17855890392372,6674.34404059074,-0.0563462963751703,1
"2",-63.3676160249757,5.86310800032543,5596.76781198784,-0.925401562606676,1
"3",-468.44932728607,-39.7998812118124,391759.610810139,-0.684845232913157,1
"4",17.8597309794903,-2.03396736838597,1404.36998377751,0.530853590484223,1
"5",-0.333914551339742,0.00272174904619824,0.18761036449854,-0.777199534271227,1
"6",-67.0180949155944,-5.06555443407952,17422.2175303933,-0.469361436266422,1
"7",-2.68228818431253,0.186189358289406,81.5841359940835,-0.317576673153496,1
"8",212.279722867392,-11.6591740792515,61345.4894337881,0.904145274489622,1
"9",90.8774334989777,4.74238373799527,35864.3960710878,0.454829000327112,1
"10",166.437983968044,14.8390983232864,171130.170845961,0.366465180765012,1
"11",-11.6394939751404,4.50431327252015,11225.8797290726,-0.152368703116758,1
"12",8.7541761349842,1.20272199543993,2204.10699394285,0.160847476935795,1
"13",-125.713880597699,9.45424313132813,14071.2490756292,-1.13948328808271,0.763504904298786
"14",100.629987515765,-7.23918295228427,37536.5569387088,0.556762686637197,1
"15",27.6335796866875,4.18699310512721,5229.65965857209,0.324222322708276,1
"16",67.8659527722236,-1.32595009421257,12893.9354664463,0.609343984785334,1
"17",10.6859434107229,-2.34120054913937,39041.8108177679,0.0659301761548728,1
"18",-21.2770231344327,-2.3733242623058,1155.98692687862,-0.555994287156566,1
"19",37.0307491642306,-0.349181788992589,15911.5529359554,0.29633449642904,1
"20",54.3179577184261,-1.50979723338529,16311.9588045775,0.43711640467768,1
"21",-12.0738357665858,-3.00332683002603,856.170131232234,-0.309992808771212,1
"22",18.3347459838311,-5.52167706012664,21464.6277840829,0.162833458276688,1
"23",-4.93880764712663,0.439580472223353,250.945619407032,-0.339517629077559,1
"24",-36.00103057358,1.89128437826965,4222.36603859926,-0.583140491449752,1
"25",-1.44372777987759,-0.00734971685785378,7.51699307103946,-0.523897937627255,1
"26",17.4175020845349,1.39449924070968,19702.5069110667,0.114151905523749,1
"27",42.9251378061749,7.26053191102996,29907.1720171621,0.206229009055868,1
"28",-34.684478896572,-1.17697083007303,3086.69131049865,-0.603108613645026,1
"29",89.4192938944885,5.29085787768672,4437.601776857,1.26289909458627,1
"30",-17.9683134785685,-2.33709546153827,9925.88878853927,-0.156894643961438,1
"31",36.6940962725261,-2.4022629784166,3661.25194757193,0.646132384794439,1
"32",-40.2047631957966,3.07860482087898,3840.17383691823,-0.698466538279541,1
"33",92.8649655765945,-9.90214499518693,27498.6280833243,0.619724452299472,1
"34",25.0981926254345,-2.28212310742748,40644.6870926189,0.135811504290347,1
"35",44.0568855949157,-2.15135146782092,3944.17576287329,0.735768633685323,0.923743025871506
"36",-69.4284050963335,5.55833383092523,4696.30288687662,-1.09422445759488,1
"37",67.0979849477823,-4.2343746000066,9858.03124840752,0.718441638592333,0.944970041400738
"38",-1.57548437099985,0.407896257917028,277.420114530409,-0.119079525093741,1
"39",-151.548078079546,-0.0691982999895003,44319.816794619,-0.719536959240776,1
"40",-15.2864070755631,3.26022492097249,26313.7563762994,-0.114333534645659,1
"41",57.9612503278335,0.728963174495264,8391.87239045398,0.624757770185609,1
"42",-269.685819169439,-10.5821151889798,121864.637913211,-0.742223618788418,0.915903721368247
"43",-37.1425164661,3.92645702405743,36230.10197506,-0.215764042168274,1
"44",-13.8519423040854,-4.44583231567356,35694.3076255273,-0.0497863825303818,1
"45",-59.2678355016619,-0.76522811200962,107356.642126258,-0.178550373433254,1
"46",-10.3262222513437,1.05281169930483,3302.08389097964,-0.198021042211123,1
"47",-41.5729541446711,-1.54287600673982,4032.81905636081,-0.630350453374297,1
"48",-193.003804985599,-7.08867801279525,41088.4819959806,-0.917180218110883,0.718096422031168
"49",-26.2736962466201,-1.98764948747435,1738.60641205418,-0.582446699132973,1
"50",-7.63558551790023,-2.70179341466338,2129.9084749271,-0.106905580165027,1
"51",206.864659366911,-15.5059311853834,88112.7284309142,0.749131440873866,1
"52",-1.39581435548025,0.260082475853551,2839.31599996336,-0.031076092838603,1
"53",-767.408483283901,-4.01534260738748,32356.3139626707,-4.24393509086508,8.78535624104828e-05
"54",207.497310252444,-16.2993187425208,135849.678836938,0.607189471675107,1
"55",32.2635437123994,5.24185929016865,45937.3574270866,0.126075126740498,1
"56",251.220697248541,-0.319554876790102,36575.7106308702,1.31525846465953,0.565269156730588
"57",-31.2743978814639,-8.79566116407105,9786.36377289172,-0.227227674137174,1
"58",1166.50129006347,-27.3147141068287,151175.004235061,3.07041728292749,0.010687994387436
"59",5.67578953205781,0.118100611729353,36.7599522727199,0.916656801058235,1
"60",61.6241617564455,3.78518449368329,8960.16690568887,0.611030030468031,1
"61",-1080.77046600431,-87.0286507199857,1110019.13200025,-0.943209861126057,1
"62",183.867137711421,2.85803215141122,53850.5741209889,0.780019129152526,1
"63",152.221071187954,11.7287188592612,16699.4353504132,1.08718084193585,1
"64",295.715155922178,-33.3040040173478,265873.999786443,0.638091933709318,1
"65",51.4601449715226,-14.0558565903334,26263.6678072021,0.404268307499404,1
"66",124.168604292209,20.0266497237226,50026.1819731944,0.465615088186765,1
"67",-44.339302251446,-14.9270522275265,74824.5870780019,-0.107524166496761,1
"68",33.6253776664498,0.423768183824481,5441.94499135992,0.450072070478198,1
"69",-3.97426311717528,0.231668290254119,4699.70604914341,-0.0613517334811587,1
"70",121.761395199718,7.16361363036826,19982.8266215072,0.810676810806244,1
"71",-208.89443760208,-0.870490364039605,7648.64088839384,-2.37859881074991,0.0695143142034843
"72",105.050347273094,-1.7417298967153,5290.08592738599,1.46827590090617,0.426087882867598
"73",-110.734657293402,-1.35014601135325,26703.9908786918,-0.669372313672817,1
"74",144.525843853073,-28.6624875283159,74904.4758232584,0.632797483416625,1
"75",-467.561355186504,8.15168705627894,13801.1257198002,-4.04937318155231,0.000154064993333936
"76",-18.543854445822,0.572959326561801,320.655492120911,-1.06756952549118,0.571429472553484
"77",155.952699577415,1.2604291659735,11516.0902505829,1.44150476975463,0.597768523166047
"78",2036.48009000967,-54.3023686211746,556389.094243529,2.80297705949383,0.0303799624514032
"79",-144.774831045196,-66.5894412235675,653587.697135588,-0.0967105095532367,1
"80",69.6378862360036,-9.3375033975095,79032.5668436054,0.280923928829619,1
"81",132.900577228974,8.59195995627569,83908.2606951445,0.429139880816352,1
"82",-120.809775327364,-0.970735839801457,6027.30417052404,-1.54360709131939,0.490734184272801
"83",-0.0026073779066926,-0.00369290031298795,0.00819716905508509,0.0119896594083535,1
"84",218.785097497787,0.827338256614532,73563.1679090456,0.803604060912463,1
"85",-812.750203057339,-6.85977929198105,38461.5314520043,-4.10925137104833,7.93887636565862e-05
"86",-131.51052256991,27.9742662529884,99931.3195477912,-0.504508463935884,1
"87",-1.01096075525845,3.17892859167951,1469.33208552291,-0.10930564025236,1
"88",3.54198883918724,-4.13753890652647,4712.41605942439,0.111869758395934,1
"89",29.7384809907653,2.65740671329087,1792.5597612086,0.639630356161738,1
"90",5350.12414124188,-192.001725903417,2024621.99164046,3.89497262678845,0.000294629460175114
"91",-660.177608707709,-15.0341795157061,447676.121136018,-0.964215954651818,1
"92",74.301900824225,-1.50211896867027,36752.1324180417,0.395413019584626,1
"93",24.5485764139721,-0.657722948272473,5386.87902831838,0.343431778122515,1
"94",14.3517016961521,-1.55312747681067,13327.5926419597,0.137769522721089,1
"95",-27.9573468358372,0.661550067313714,23091.1627786337,-0.188334545679085,1
"96",1633.93197317062,-67.3851497870965,624164.738872715,2.15345429072676,0.0625659855021159
"97",47.0133213739352,-2.30268327625215,4151.80748913582,0.765366203217692,1
"98",-224.486258844695,1.31090133147571,15770.580535013,-1.79802048457861,0.216521284954194
"99",16.3723797365333,0.808020981151986,436.778480295317,0.744733030566613,0.912866253970681
"100",99.4094185533123,-4.2320341458367,11569.5068252178,0.963554021603604,0.670539135537073
"101",0,NA,NA,NA,NA
"102",-14.9927284971068,0.371795620429565,246.320056580448,-0.978969644662231,0.655189956768552
"103",0,NA,NA,NA,NA
"104",0,NA,NA,NA,NA
